user_id,acquisition_date,channel,first_session_seconds,registered,activated,retained_d1,retained_d3,retained_d7,retained_d30
U001572,2026-01-11,Paid Social,202,0,0,1,1,0,0
U001582,2026-01-11,Organic,516,1,0,0,0,0,0
U001611,2026-01-11,Organic,32,0,0,1,0,0,0
U001690,2026-01-11,Organic,123,1,0,1,0,0,0
U001694,2026-01-11,Organic,49,0,0,1,0,0,0
U001718,2026-01-11,Paid Social,36,0,0,1,0,1,0
U001761,2026-01-11,Referral,207,0,0,1,0,1,0
U001784,2026-01-11,Paid Social,339,0,0,0,0,0,0
U001833,2026-01-11,Organic,1172,1,1,1,0,1,0
U001847,2026-01-11,Referral,76,0,0,0,0,0,0
U001850,2026-01-11,Referral,12,0,0,0,0,0,1
U001871,2026-01-11,Referral,286,1,1,1,1,1,1
U001952,2026-01-11,Organic,22,1,1,0,0,0,0
U002197,2026-01-11,Referral,168,0,0,0,0,0,0
U002274,2026-01-11,Organic,45,1,1,0,0,1,0
U002327,2026-01-11,Referral,31,1,1,1,0,0,0
U002395,2026-01-11,Paid Social,184,0,0,0,0,0,1
U002410,2026-01-11,Organic,94,0,0,0,1,0,0
U002477,2026-01-11,Paid Social,26,1,1,0,0,0,1
U002527,2026-01-11,Organic,82,0,0,1,0,0,0
U002578,2026-01-11,Organic,8,1,1,0,0,0,0
U002723,2026-01-11,Paid Social,15,0,0,0,1,0,0
U002749,2026-01-11,Paid Social,76,0,0,0,0,0,0
U002816,2026-01-11,Paid Social,57,1,1,1,0,0,0
U002894,2026-01-11,Referral,77,0,0,0,0,0,0
U002909,2026-01-11,Organic,72,1,1,0,0,1,1
U002963,2026-01-11,Organic,215,1,1,1,0,0,0
U002984,2026-01-11,Organic,205,1,0,0,1,0,0
U003002,2026-01-11,Organic,111,0,0,1,0,0,0
U003036,2026-01-11,Paid Social,256,0,0,0,0,1,0
U003062,2026-01-11,Paid Social,185,1,0,1,0,0,0
U003222,2026-01-11,Search,119,1,1,1,0,0,0
U003412,2026-01-11,Organic,189,0,0,0,0,0,0
U003426,2026-01-11,Organic,54,1,1,0,0,0,0
U003431,2026-01-11,Paid Social,415,1,0,1,0,1,0
U003486,2026-01-11,Organic,180,1,0,0,0,0,0
U003513,2026-01-11,Search,29,1,1,1,1,0,0
U003539,2026-01-11,Paid Social,62,0,0,0,0,0,0
U003565,2026-01-11,Referral,15,1,1,0,0,1,0
U003596,2026-01-11,Referral,157,1,0,0,0,0,0
U003639,2026-01-11,Organic,182,1,1,1,1,0,0
U003731,2026-01-11,Paid Social,777,1,0,0,0,0,0
U003744,2026-01-11,Organic,23,0,0,1,0,1,0
U003758,2026-01-11,Paid Social,15,1,1,0,1,0,0
U003825,2026-01-11,Paid Social,348,0,0,0,0,0,0
U003849,2026-01-11,Paid Social,74,1,1,1,1,0,0
U003866,2026-01-11,Paid Social,84,0,0,1,1,1,0
U003945,2026-01-11,Paid Social,42,0,0,0,1,0,0
U004089,2026-01-11,Organic,96,1,1,1,0,0,0
U004116,2026-01-11,Referral,176,1,1,0,0,0,1
U004142,2026-01-11,Paid Social,123,0,0,0,0,0,0
U004157,2026-01-11,Organic,163,1,1,1,0,0,0
U004169,2026-01-11,Search,88,1,0,0,1,1,0
U004180,2026-01-11,Paid Social,225,0,0,0,0,0,0
U004204,2026-01-11,Paid Social,146,1,1,0,0,0,1
U004232,2026-01-11,Organic,75,1,0,1,0,0,0
U004330,2026-01-11,Organic,124,1,1,0,1,1,0
U004392,2026-01-11,Search,83,0,0,0,0,1,1
U004411,2026-01-11,Paid Social,386,0,0,0,0,0,0
U004481,2026-01-11,Organic,70,1,0,0,0,0,0
U004649,2026-01-11,Organic,108,1,0,1,1,0,0
U004656,2026-01-11,Organic,258,0,0,0,1,0,0
U004675,2026-01-11,Referral,128,1,1,1,1,1,0
U004677,2026-01-11,Search,107,1,0,1,0,0,1
U004784,2026-01-11,Referral,47,1,1,0,0,0,0
U004921,2026-01-11,Paid Social,51,0,0,1,0,1,0
U005146,2026-01-11,Paid Social,50,1,1,0,1,0,0
U005192,2026-01-11,Organic,27,1,0,0,0,0,1
U005270,2026-01-11,Organic,100,1,1,1,0,1,0
U005284,2026-01-11,Paid Social,191,1,1,0,0,0,0
U005320,2026-01-11,Search,56,1,1,1,1,0,0
U005345,2026-01-11,Organic,154,1,1,1,1,0,1
U005468,2026-01-11,Search,836,0,0,0,1,0,0
U005470,2026-01-11,Search,213,1,1,1,0,0,0
U005616,2026-01-11,Organic,46,1,0,0,0,0,1
U005637,2026-01-11,Search,257,1,1,1,1,1,0
U005656,2026-01-11,Paid Social,404,1,1,0,0,0,0
U005779,2026-01-11,Organic,46,0,0,0,0,0,0
U005784,2026-01-11,Search,43,0,0,1,0,0,0
U005811,2026-01-11,Search,63,0,0,1,1,0,0
U005880,2026-01-11,Paid Social,119,0,0,0,0,1,0
U005892,2026-01-11,Organic,57,1,0,0,0,1,0
U005900,2026-01-11,Paid Social,187,1,1,0,0,0,0
U005951,2026-01-11,Search,55,1,1,1,0,0,0
U005978,2026-01-11,Organic,74,1,1,1,0,1,0
U006018,2026-01-11,Paid Social,17,0,0,0,0,0,0
U006106,2026-01-11,Search,59,0,0,0,0,1,0
U006113,2026-01-11,Search,33,1,1,1,0,0,0
U006146,2026-01-11,Paid Social,27,0,0,0,0,1,0
U006187,2026-01-11,Search,43,0,0,1,0,0,0
U006214,2026-01-11,Paid Social,131,1,0,1,0,0,0
U006271,2026-01-11,Paid Social,188,1,0,1,0,0,0
U006298,2026-01-11,Organic,43,1,1,0,0,0,0
U006348,2026-01-11,Organic,97,1,1,0,1,0,0
U006401,2026-01-11,Referral,186,1,0,0,0,0,1
U006403,2026-01-11,Paid Social,762,1,1,1,1,1,0
U006404,2026-01-11,Paid Social,131,0,0,0,0,0,0
U006420,2026-01-11,Search,347,1,0,0,0,0,0
U006572,2026-01-11,Organic,108,1,1,0,0,0,0
U006624,2026-01-11,Paid Social,82,0,0,0,1,0,0
U006650,2026-01-11,Organic,41,0,0,0,0,0,0
U006757,2026-01-11,Search,13,1,1,1,0,1,0
U006770,2026-01-11,Search,74,0,0,1,0,1,0
U006791,2026-01-11,Organic,224,0,0,0,0,0,1
U006943,2026-01-11,Paid Social,15,1,1,0,0,0,0
U006987,2026-01-11,Referral,15,1,0,0,0,0,1
U007116,2026-01-11,Paid Social,166,1,0,0,1,0,0
U007120,2026-01-11,Search,64,1,0,0,0,1,0
U007159,2026-01-11,Search,27,1,1,0,0,0,0
U007216,2026-01-11,Organic,31,0,0,0,1,0,0
U007248,2026-01-11,Search,164,1,0,0,0,0,0
U007286,2026-01-11,Paid Social,49,1,1,0,0,0,0
U007287,2026-01-11,Organic,166,1,0,0,0,0,0
U007301,2026-01-11,Organic,109,1,1,0,1,0,0
U007304,2026-01-11,Paid Social,105,1,1,0,1,0,0
U007349,2026-01-11,Search,340,0,0,0,1,0,1
U007385,2026-01-11,Paid Social,44,1,0,0,0,0,0
U007425,2026-01-11,Organic,56,0,0,0,0,0,0
U007556,2026-01-11,Organic,110,0,0,0,1,1,0
U007618,2026-01-11,Organic,61,1,1,0,1,0,0
U007765,2026-01-11,Paid Social,71,0,0,0,0,0,0
U007802,2026-01-11,Referral,14,1,1,1,0,0,0
U007856,2026-01-11,Search,113,0,0,0,0,0,1
U007877,2026-01-11,Organic,448,1,1,0,1,0,0
U007926,2026-01-11,Referral,123,0,0,0,0,0,1
U007967,2026-01-11,Paid Social,38,0,0,0,0,0,0
U007994,2026-01-11,Referral,224,1,1,0,0,1,1
U008018,2026-01-11,Paid Social,188,0,0,0,0,1,0
U008122,2026-01-11,Search,260,1,1,0,0,1,0
U008157,2026-01-11,Organic,75,1,1,0,0,0,0
U008180,2026-01-11,Search,69,0,0,1,0,0,0
U008366,2026-01-11,Referral,85,1,1,0,0,1,0
U008398,2026-01-11,Organic,66,0,0,1,0,1,0
U008421,2026-01-11,Search,9,1,1,0,0,0,0
U008532,2026-01-11,Organic,33,0,0,0,0,0,0
U008670,2026-01-11,Organic,155,1,0,1,0,0,0
U008769,2026-01-11,Referral,66,1,0,0,0,0,0
U008874,2026-01-11,Paid Social,405,0,0,0,0,0,0
U009016,2026-01-11,Search,77,0,0,0,0,0,0
U009047,2026-01-11,Search,31,0,0,0,0,0,0
U009066,2026-01-11,Search,16,0,0,0,0,0,0
U009076,2026-01-11,Referral,31,1,1,1,0,0,1
U009105,2026-01-11,Organic,166,1,1,0,0,0,1
U009106,2026-01-11,Search,233,1,1,0,0,1,0
U009157,2026-01-11,Search,38,0,0,0,0,0,0
U009171,2026-01-11,Organic,27,0,0,0,0,0,0
U009200,2026-01-11,Paid Social,135,1,1,0,1,0,0
U009399,2026-01-11,Search,145,0,0,1,1,0,0
U009474,2026-01-11,Organic,329,1,1,1,1,0,0
U009528,2026-01-11,Search,892,1,0,0,0,0,0
U009585,2026-01-11,Organic,36,1,0,0,0,0,0
U009596,2026-01-11,Organic,26,0,0,0,0,1,1
U009598,2026-01-11,Search,62,0,0,0,0,1,0
U009711,2026-01-11,Search,66,1,1,1,0,0,1
U009754,2026-01-11,Organic,37,0,0,0,1,0,0
U009791,2026-01-11,Paid Social,25,1,1,0,0,0,0
U009839,2026-01-11,Referral,229,1,1,1,0,0,0
U009956,2026-01-11,Organic,47,1,1,0,0,0,0
U009999,2026-01-11,Organic,10,0,0,0,0,0,0
U000035,2026-01-12,Organic,672,0,0,1,0,0,0
U000079,2026-01-12,Referral,65,1,1,0,0,0,1
U000089,2026-01-12,Paid Social,144,1,0,0,0,0,1
U000124,2026-01-12,Search,180,0,0,0,1,0,0
U000171,2026-01-12,Search,115,1,1,1,1,0,0
U000211,2026-01-12,Paid Social,10,0,0,0,0,0,0
U000234,2026-01-12,Organic,437,1,1,0,0,1,0
U000243,2026-01-12,Paid Social,130,1,1,0,1,0,0
U000250,2026-01-12,Organic,36,1,0,0,1,0,0
U000285,2026-01-12,Organic,46,1,1,0,0,0,0
U000292,2026-01-12,Referral,283,1,1,1,1,1,0
U000383,2026-01-12,Referral,228,1,0,0,1,0,0
U000408,2026-01-12,Search,141,0,0,0,0,0,1
U000570,2026-01-12,Organic,420,0,0,0,0,0,0
U000656,2026-01-12,Paid Social,38,1,1,0,0,0,0
U000728,2026-01-12,Referral,132,1,1,1,0,1,0
U000755,2026-01-12,Paid Social,370,0,0,0,0,0,0
U000783,2026-01-12,Search,38,0,0,0,0,0,0
U000832,2026-01-12,Paid Social,215,0,0,1,0,0,0
U000849,2026-01-12,Organic,54,0,0,0,1,0,0
U000856,2026-01-12,Organic,14,1,1,1,1,0,0
U000882,2026-01-12,Paid Social,70,1,0,0,0,0,0
U000883,2026-01-12,Organic,1200,1,1,0,0,0,0
U000900,2026-01-12,Search,205,1,1,0,0,0,0
U000976,2026-01-12,Paid Social,144,0,0,0,0,0,0
U000995,2026-01-12,Organic,106,0,0,0,0,0,0
U001033,2026-01-12,Organic,206,1,1,1,0,0,0
U001070,2026-01-12,Referral,92,0,0,0,0,0,0
U001243,2026-01-12,Organic,74,1,0,0,0,0,0
U001444,2026-01-12,Search,82,0,0,0,0,0,0
U001477,2026-01-12,Search,36,0,0,0,0,0,0
U001818,2026-01-12,Organic,69,0,0,1,0,0,0
U001844,2026-01-12,Organic,397,1,0,1,0,1,0
U001861,2026-01-12,Paid Social,779,0,0,0,1,0,0
U001924,2026-01-12,Paid Social,172,1,1,1,0,0,1
U001930,2026-01-12,Referral,136,1,1,1,1,0,0
U001939,2026-01-12,Referral,29,0,0,1,0,0,0
U001985,2026-01-12,Referral,344,1,1,1,0,0,0
U001987,2026-01-12,Referral,177,1,1,1,0,0,0
U002001,2026-01-12,Paid Social,130,0,0,0,1,0,0
U002008,2026-01-12,Organic,169,1,1,0,0,0,0
U002051,2026-01-12,Paid Social,678,0,0,0,0,0,0
U002092,2026-01-12,Referral,69,0,0,1,0,0,0
U002140,2026-01-12,Organic,179,0,0,1,0,0,0
U002170,2026-01-12,Organic,223,0,0,0,0,0,0
U002182,2026-01-12,Paid Social,87,0,0,1,0,0,0
U002195,2026-01-12,Organic,65,1,1,0,0,0,1
U002280,2026-01-12,Referral,137,1,1,1,1,1,0
U002393,2026-01-12,Organic,150,1,1,0,1,0,0
U002434,2026-01-12,Search,45,1,1,0,0,1,0
U002507,2026-01-12,Paid Social,85,0,0,0,0,0,0
U002595,2026-01-12,Referral,249,1,1,1,1,0,0
U002635,2026-01-12,Referral,323,1,1,0,1,0,0
U002648,2026-01-12,Paid Social,89,0,0,0,0,0,0
U002673,2026-01-12,Search,45,1,0,0,0,0,0
U002787,2026-01-12,Organic,725,1,1,1,0,0,0
U002890,2026-01-12,Paid Social,108,0,0,0,1,0,0
U002902,2026-01-12,Referral,500,1,1,1,0,0,0
U002942,2026-01-12,Organic,26,0,0,0,1,0,0
U002993,2026-01-12,Referral,84,1,1,0,0,1,0
U003005,2026-01-12,Paid Social,245,1,1,0,0,0,1
U003023,2026-01-12,Organic,113,1,0,0,0,0,0
U003024,2026-01-12,Paid Social,74,1,1,0,1,1,0
U003065,2026-01-12,Organic,12,0,0,0,1,0,0
U003084,2026-01-12,Search,188,0,0,1,1,0,0
U003149,2026-01-12,Referral,42,0,0,1,1,0,0
U003207,2026-01-12,Search,38,1,0,0,0,0,0
U003218,2026-01-12,Paid Social,55,1,1,0,0,0,0
U003270,2026-01-12,Organic,40,1,1,0,1,0,1
U003411,2026-01-12,Organic,15,0,0,1,0,0,0
U003785,2026-01-12,Organic,77,1,1,0,0,1,0
U003906,2026-01-12,Organic,76,1,0,1,0,0,0
U003938,2026-01-12,Paid Social,824,1,1,1,1,1,0
U003980,2026-01-12,Organic,123,1,1,1,0,1,0
U004012,2026-01-12,Paid Social,112,0,0,0,0,0,0
U004063,2026-01-12,Referral,54,1,0,1,0,0,0
U004155,2026-01-12,Paid Social,153,0,0,0,1,0,0
U004199,2026-01-12,Paid Social,272,1,1,0,1,0,0
U004249,2026-01-12,Search,90,1,1,0,0,0,0
U004317,2026-01-12,Search,60,1,0,0,0,0,0
U004327,2026-01-12,Search,32,1,0,0,0,0,0
U004332,2026-01-12,Paid Social,65,0,0,0,0,0,0
U004344,2026-01-12,Organic,21,1,0,0,0,0,0
U004469,2026-01-12,Referral,64,0,0,1,0,0,0
U004554,2026-01-12,Organic,33,0,0,1,0,0,0
U004596,2026-01-12,Referral,79,1,0,0,1,0,0
U004643,2026-01-12,Referral,28,1,1,0,0,0,1
U004709,2026-01-12,Paid Social,75,1,0,0,0,0,0
U004729,2026-01-12,Organic,62,1,0,0,1,0,1
U004799,2026-01-12,Organic,7,1,1,0,0,0,0
U004805,2026-01-12,Organic,31,1,1,0,0,0,0
U004830,2026-01-12,Referral,135,0,0,0,0,0,0
U004835,2026-01-12,Paid Social,107,1,1,0,1,1,0
U004893,2026-01-12,Referral,74,1,1,0,0,1,0
U005099,2026-01-12,Paid Social,389,1,1,1,0,0,0
U005123,2026-01-12,Search,209,0,0,0,0,0,0
U005165,2026-01-12,Organic,403,1,1,1,1,0,0
U005236,2026-01-12,Paid Social,50,1,1,0,0,0,0
U005244,2026-01-12,Search,142,1,1,0,0,0,0
U005354,2026-01-12,Organic,38,0,0,0,0,0,0
U005408,2026-01-12,Organic,18,1,1,1,0,0,0
U005497,2026-01-12,Search,119,0,0,0,0,0,0
U005543,2026-01-12,Organic,93,1,1,0,0,0,0
U005565,2026-01-12,Organic,134,1,1,0,0,0,0
U005752,2026-01-12,Paid Social,51,0,0,0,0,0,0
U005816,2026-01-12,Referral,37,0,0,0,0,1,0
U005886,2026-01-12,Paid Social,43,1,0,0,1,0,0
U005906,2026-01-12,Paid Social,77,0,0,0,0,0,0
U005994,2026-01-12,Search,457,1,1,0,1,1,0
U006159,2026-01-12,Referral,398,1,1,1,1,0,0
U006217,2026-01-12,Search,173,0,0,0,0,0,0
U006237,2026-01-12,Referral,165,1,1,0,0,0,1
U006239,2026-01-12,Search,59,1,1,1,0,0,0
U006264,2026-01-12,Organic,95,0,0,0,0,1,0
U006393,2026-01-12,Organic,277,1,1,1,0,0,0
U006408,2026-01-12,Organic,102,1,1,1,0,0,0
U006773,2026-01-12,Organic,301,1,1,1,0,1,0
U006810,2026-01-12,Organic,31,1,1,1,0,0,0
U006834,2026-01-12,Paid Social,54,1,0,0,0,0,0
U006883,2026-01-12,Search,61,0,0,0,0,0,0
U007002,2026-01-12,Organic,125,1,1,1,1,0,0
U007003,2026-01-12,Organic,141,1,1,1,1,0,0
U007155,2026-01-12,Search,116,1,1,0,1,1,0
U007186,2026-01-12,Paid Social,74,0,0,1,0,0,0
U007260,2026-01-12,Paid Social,211,1,1,0,1,1,0
U007365,2026-01-12,Organic,60,1,0,0,0,0,0
U007518,2026-01-12,Paid Social,60,1,1,0,0,0,0
U007555,2026-01-12,Paid Social,10,1,0,0,0,0,0
U007646,2026-01-12,Referral,20,0,0,1,1,1,0
U007721,2026-01-12,Organic,135,0,0,0,1,0,1
U007752,2026-01-12,Referral,526,1,0,0,0,1,0
U007905,2026-01-12,Organic,87,1,1,0,0,0,1
U008094,2026-01-12,Organic,597,1,1,0,0,0,0
U008234,2026-01-12,Paid Social,106,1,1,0,0,0,0
U008314,2026-01-12,Search,74,1,1,1,1,1,1
U008355,2026-01-12,Referral,109,1,0,0,0,1,0
U008389,2026-01-12,Paid Social,97,1,0,0,0,0,0
U008393,2026-01-12,Organic,99,1,1,0,0,1,0
U008440,2026-01-12,Referral,39,1,0,0,1,0,0
U008474,2026-01-12,Search,24,1,1,0,0,0,0
U008479,2026-01-12,Organic,76,0,0,0,0,0,0
U008492,2026-01-12,Organic,85,1,1,0,0,1,0
U008644,2026-01-12,Referral,365,1,0,1,0,0,1
U008650,2026-01-12,Organic,130,0,0,0,0,0,0
U008660,2026-01-12,Paid Social,9,1,0,0,0,0,0
U008663,2026-01-12,Search,5,0,0,1,0,0,0
U008669,2026-01-12,Search,37,0,0,0,0,0,0
U008733,2026-01-12,Search,76,1,0,0,0,1,0
U008912,2026-01-12,Paid Social,59,1,1,0,0,0,0
U008959,2026-01-12,Search,31,1,1,0,0,1,0
U009025,2026-01-12,Organic,84,1,0,0,0,0,0
U009032,2026-01-12,Referral,130,1,0,0,0,0,0
U009103,2026-01-12,Organic,95,1,1,1,0,0,0
U009162,2026-01-12,Organic,58,1,0,0,1,0,0
U009186,2026-01-12,Organic,49,0,0,0,0,0,0
U009201,2026-01-12,Paid Social,191,1,0,0,0,0,1
U009203,2026-01-12,Paid Social,866,1,0,0,0,0,0
U009234,2026-01-12,Organic,39,0,0,0,0,0,0
U009357,2026-01-12,Organic,133,1,1,0,0,0,0
U009459,2026-01-12,Organic,264,1,0,0,1,0,0
U009525,2026-01-12,Search,127,0,0,0,0,0,0
U009547,2026-01-12,Organic,256,1,1,1,1,1,1
U009707,2026-01-12,Paid Social,224,1,1,0,0,0,0
U009869,2026-01-12,Organic,32,1,0,0,1,0,0
U009913,2026-01-12,Search,216,0,0,0,0,0,1
U009927,2026-01-12,Referral,406,1,1,0,0,0,1
U009974,2026-01-12,Paid Social,107,1,0,0,0,1,0
U000011,2026-01-13,Paid Social,54,1,1,0,1,0,0
U000033,2026-01-13,Organic,171,0,0,0,0,0,0
U000051,2026-01-13,Organic,38,1,1,1,0,1,0
U000145,2026-01-13,Paid Social,21,1,1,0,0,1,0
U000181,2026-01-13,Organic,18,0,0,1,0,0,0
U000184,2026-01-13,Organic,144,1,0,0,0,0,0
U000289,2026-01-13,Referral,445,1,1,0,0,1,1
U000392,2026-01-13,Organic,325,1,1,1,1,0,1
U000428,2026-01-13,Organic,388,0,0,1,0,0,0
U000430,2026-01-13,Paid Social,32,1,0,0,0,0,0
U000469,2026-01-13,Organic,22,1,1,0,1,0,0
U000470,2026-01-13,Organic,113,1,1,1,0,0,0
U000493,2026-01-13,Organic,53,1,0,0,0,0,0
U000502,2026-01-13,Organic,623,0,0,0,0,1,0
U000568,2026-01-13,Organic,92,0,0,0,0,0,0
U000651,2026-01-13,Organic,39,1,0,1,0,0,0
U000782,2026-01-13,Search,78,1,1,1,0,0,1
U000870,2026-01-13,Organic,249,1,1,1,0,1,0
U000934,2026-01-13,Organic,46,1,1,1,0,0,1
U001106,2026-01-13,Paid Social,43,0,0,0,0,0,0
U001170,2026-01-13,Organic,71,0,0,0,0,0,0
U001197,2026-01-13,Organic,102,1,0,1,1,0,0
U001210,2026-01-13,Paid Social,440,1,0,0,0,0,0
U001290,2026-01-13,Organic,65,0,0,1,0,0,0
U001341,2026-01-13,Search,40,1,0,0,0,1,0
U001356,2026-01-13,Search,68,0,0,0,0,0,0
U001600,2026-01-13,Organic,34,1,0,0,0,0,0
U001702,2026-01-13,Search,25,1,1,0,0,0,0
U001796,2026-01-13,Organic,358,1,1,1,0,0,0
U002118,2026-01-13,Referral,52,1,1,0,1,0,0
U002200,2026-01-13,Search,90,0,0,0,1,0,0
U002233,2026-01-13,Organic,23,1,0,0,0,0,0
U002291,2026-01-13,Organic,483,1,1,1,0,0,0
U002340,2026-01-13,Search,25,1,0,0,0,0,0
U002376,2026-01-13,Organic,71,1,1,0,0,1,1
U002473,2026-01-13,Paid Social,141,1,0,0,0,0,0
U002598,2026-01-13,Paid Social,94,1,0,1,0,0,0
U002677,2026-01-13,Organic,236,1,1,0,0,0,1
U002703,2026-01-13,Paid Social,61,0,0,0,0,0,0
U002733,2026-01-13,Organic,536,1,1,0,0,0,0
U002799,2026-01-13,Paid Social,45,1,1,0,0,0,0
U002915,2026-01-13,Search,44,1,1,0,0,0,1
U002955,2026-01-13,Search,19,1,0,0,0,0,0
U003012,2026-01-13,Referral,202,0,0,1,1,0,0
U003055,2026-01-13,Referral,509,1,1,1,1,0,0
U003058,2026-01-13,Paid Social,157,0,0,1,0,0,0
U003093,2026-01-13,Search,49,0,0,1,1,0,0
U003164,2026-01-13,Referral,57,1,0,0,1,0,0
U003258,2026-01-13,Organic,38,1,1,1,0,0,0
U003284,2026-01-13,Paid Social,23,1,1,0,0,0,0
U003433,2026-01-13,Organic,19,1,0,0,0,0,0
U003521,2026-01-13,Search,40,0,0,0,0,0,0
U003544,2026-01-13,Search,52,1,1,1,0,0,1
U003574,2026-01-13,Organic,607,1,1,1,0,0,0
U003589,2026-01-13,Search,312,1,1,0,0,0,0
U003697,2026-01-13,Organic,28,0,0,0,0,0,0
U003708,2026-01-13,Search,105,1,0,1,0,0,0
U003749,2026-01-13,Referral,159,0,0,0,1,0,0
U003933,2026-01-13,Paid Social,280,1,1,1,0,0,0
U004010,2026-01-13,Paid Social,968,0,0,0,0,0,0
U004011,2026-01-13,Referral,143,1,0,0,0,0,0
U004037,2026-01-13,Referral,25,1,1,0,0,0,0
U004134,2026-01-13,Organic,30,0,0,1,0,0,0
U004135,2026-01-13,Paid Social,287,0,0,1,1,1,0
U004171,2026-01-13,Organic,233,1,1,1,0,1,0
U004173,2026-01-13,Organic,25,0,0,1,0,0,1
U004246,2026-01-13,Organic,130,1,1,1,1,1,0
U004269,2026-01-13,Paid Social,135,0,0,0,1,0,0
U004298,2026-01-13,Search,110,0,0,1,1,0,0
U004302,2026-01-13,Paid Social,133,1,0,1,0,0,0
U004397,2026-01-13,Organic,202,1,0,1,0,0,0
U004408,2026-01-13,Paid Social,152,0,0,0,0,0,0
U004451,2026-01-13,Paid Social,19,1,0,0,0,0,0
U004507,2026-01-13,Paid Social,62,1,0,0,0,0,0
U004563,2026-01-13,Organic,90,1,1,1,1,0,0
U004624,2026-01-13,Organic,168,1,1,0,0,0,0
U004688,2026-01-13,Search,34,1,0,1,0,0,0
U004730,2026-01-13,Paid Social,39,0,0,0,0,1,0
U004766,2026-01-13,Paid Social,51,1,1,1,0,0,0
U004962,2026-01-13,Organic,411,1,1,1,0,0,0
U005087,2026-01-13,Organic,102,1,1,0,0,0,1
U005104,2026-01-13,Referral,169,0,0,0,0,1,0
U005124,2026-01-13,Search,38,0,0,0,0,0,0
U005151,2026-01-13,Referral,330,0,0,0,0,1,0
U005202,2026-01-13,Search,39,1,1,0,0,0,0
U005227,2026-01-13,Search,68,1,0,0,0,0,0
U005233,2026-01-13,Referral,336,1,1,1,1,0,0
U005265,2026-01-13,Organic,130,1,1,1,0,1,0
U005314,2026-01-13,Organic,15,1,1,0,0,1,1
U005356,2026-01-13,Referral,105,0,0,1,0,0,1
U005426,2026-01-13,Organic,62,1,1,1,0,0,0
U005430,2026-01-13,Paid Social,90,0,0,0,0,0,0
U005449,2026-01-13,Referral,58,1,1,0,1,0,0
U005588,2026-01-13,Search,146,1,0,1,0,0,1
U005612,2026-01-13,Referral,124,1,1,0,1,0,0
U006041,2026-01-13,Organic,70,0,0,0,1,0,0
U006050,2026-01-13,Organic,69,1,0,0,0,0,0
U006057,2026-01-13,Paid Social,58,0,0,0,0,0,1
U006171,2026-01-13,Search,6,1,0,0,0,0,0
U006192,2026-01-13,Organic,39,1,1,0,0,1,0
U006207,2026-01-13,Organic,324,1,1,1,0,1,1
U006552,2026-01-13,Search,85,1,1,0,0,0,0
U006571,2026-01-13,Organic,64,1,0,0,1,1,0
U006600,2026-01-13,Search,61,1,1,0,1,1,0
U006735,2026-01-13,Search,25,1,1,0,1,0,0
U006749,2026-01-13,Paid Social,29,0,0,0,0,0,0
U006780,2026-01-13,Organic,62,0,0,1,1,0,0
U006800,2026-01-13,Organic,21,0,0,1,0,0,0
U006932,2026-01-13,Referral,179,0,0,1,0,0,1
U006955,2026-01-13,Paid Social,34,0,0,0,0,0,0
U006979,2026-01-13,Search,219,0,0,0,0,0,0
U006993,2026-01-13,Organic,317,0,0,0,0,1,0
U007013,2026-01-13,Organic,118,1,1,1,1,1,0
U007208,2026-01-13,Search,16,1,0,0,0,0,0
U007303,2026-01-13,Search,112,0,0,0,0,0,0
U007311,2026-01-13,Paid Social,20,0,0,0,0,0,0
U007315,2026-01-13,Organic,36,1,1,0,0,0,0
U007325,2026-01-13,Search,96,0,0,0,0,0,0
U007462,2026-01-13,Paid Social,65,1,1,1,0,0,0
U007480,2026-01-13,Paid Social,408,1,1,1,0,0,0
U007494,2026-01-13,Organic,136,0,0,1,1,0,0
U007527,2026-01-13,Referral,90,1,1,0,1,0,0
U007530,2026-01-13,Referral,80,0,0,1,0,1,0
U007610,2026-01-13,Paid Social,158,0,0,0,0,1,0
U007674,2026-01-13,Search,175,1,1,0,0,1,0
U007707,2026-01-13,Paid Social,88,1,1,0,0,1,1
U007717,2026-01-13,Paid Social,43,0,0,0,0,0,0
U007757,2026-01-13,Referral,14,1,1,0,1,0,0
U007794,2026-01-13,Referral,126,1,1,1,0,0,1
U007871,2026-01-13,Organic,93,0,0,0,0,0,0
U007878,2026-01-13,Search,48,1,1,1,0,0,0
U007881,2026-01-13,Search,55,1,1,0,0,0,0
U007894,2026-01-13,Organic,54,1,1,0,0,0,0
U007915,2026-01-13,Organic,169,1,1,1,1,1,0
U008022,2026-01-13,Paid Social,51,0,0,0,0,0,0
U008178,2026-01-13,Paid Social,125,1,1,0,0,0,0
U008188,2026-01-13,Organic,730,0,0,0,0,0,0
U008193,2026-01-13,Search,52,1,0,0,1,0,0
U008252,2026-01-13,Organic,17,1,1,1,1,0,0
U008280,2026-01-13,Paid Social,35,0,0,0,0,0,1
U008308,2026-01-13,Organic,38,1,1,0,1,0,0
U008476,2026-01-13,Organic,48,1,1,1,0,0,0
U008502,2026-01-13,Organic,45,0,0,0,1,0,0
U008507,2026-01-13,Organic,66,0,0,0,1,0,0
U008511,2026-01-13,Search,246,1,1,1,0,0,0
U008727,2026-01-13,Referral,64,1,1,1,1,0,0
U008746,2026-01-13,Paid Social,91,1,1,1,0,0,0
U008784,2026-01-13,Paid Social,67,1,1,1,0,0,0
U008862,2026-01-13,Referral,56,1,1,0,0,0,0
